季,比賽日期,效力球隊,對手,攻擊,攻擊%,攔網,攔網%,發球,發球%,接發球,接發球%,防守,防守%,舉球,舉球%,得分,player_id,球員姓名,球員背號,球隊,賽事類型,攻擊_成功,攻擊_總數,攔網_成功,攔網_總數,發球_成功,發球_總數,接發球_成功,接發球_總數,防守_成功,防守_總數,舉球_成功,舉球_總數
企18,2023-03-26 15:00:00,挑戰賽1,挑戰賽2,17 - 48,35.42,0 - 10,0.0,1 - 21,4.76,18 - 27,66.67,7 - 21,33.33,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,季後賽,17,48,0,10,1,21,18,27,7,21,0,0
企18,2023-03-26 15:00:00,挑戰賽1,挑戰賽2,10 - 27,37.04,5 - 24,20.83,1 - 13,7.69,2 - 4,50.0,1 - 4,25.0,0 - 0,0.0,16,37,黃芯瑜,7,高雄台電,季後賽,10,27,5,24,1,13,2,4,1,4,0,0
企19,2023-10-14 15:00:00,臺北鯨華,高雄台電,18 - 44,40.91,1 - 9,11.11,0 - 13,0.0,1 - 6,16.67,7 - 18,38.89,0 - 0,0.0,19,177,林書荷,7,臺北鯨華,例行賽,18,44,1,9,0,13,1,6,7,18,0,0
企19,2023-10-14 15:00:00,高雄台電女排,臺北鯨華,15 - 35,42.86,5 - 19,26.32,0 - 12,0.0,0 - 2,0.0,0 - 6,0.0,0 - 0,0.0,20,37,黃芯瑜,7,高雄台電,例行賽,15,35,5,19,0,12,0,2,0,6,0,0
企19,2023-11-04 16:00:00,臺北鯨華,新北中纖,10 - 30,33.33,2 - 4,50.0,3 - 16,18.75,10 - 28,35.71,6 - 16,37.5,0 - 0,0.0,15,177,林書荷,7,臺北鯨華,例行賽,10,30,2,4,3,16,10,28,6,16,0,0
企19,2023-11-04 18:00:00,高雄台電女排,義力營造,2 - 4,50.0,0 - 4,0.0,1 - 6,16.67,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,3,37,黃芯瑜,7,高雄台電,例行賽,2,4,0,4,1,6,0,0,1,2,0,0
企19,2023-11-05 15:00:00,高雄台電女排,新北中纖,10 - 24,41.67,6 - 13,46.15,0 - 12,0.0,0 - 0,0.0,5 - 10,50.0,0 - 0,0.0,16,37,黃芯瑜,7,高雄台電,例行賽,10,24,6,13,0,12,0,0,5,10,0,0
企19,2023-11-05 17:00:00,臺北鯨華,義力營造,18 - 38,47.37,1 - 2,50.0,1 - 12,8.33,2 - 6,33.33,12 - 24,50.0,0 - 0,0.0,20,177,林書荷,7,臺北鯨華,例行賽,18,38,1,2,1,12,2,6,12,24,0,0
企19,2023-11-11 14:00:00,臺北鯨華,極速超跑,12 - 45,26.67,0 - 2,0.0,0 - 13,0.0,7 - 9,77.78,8 - 16,50.0,0 - 0,0.0,12,177,林書荷,7,臺北鯨華,例行賽,12,45,0,2,0,13,7,9,8,16,0,0
企19,2023-11-11 16:00:00,高雄台電女排,新北中纖,7 - 18,38.89,4 - 11,36.36,1 - 7,14.29,0 - 0,0.0,3 - 9,33.33,0 - 0,0.0,12,37,黃芯瑜,7,高雄台電,例行賽,7,18,4,11,1,7,0,0,3,9,0,0
企19,2023-11-12 13:00:00,臺北鯨華,高雄台電,21 - 50,42.0,1 - 6,16.67,1 - 13,7.69,8 - 16,50.0,6 - 13,46.15,0 - 0,0.0,23,177,林書荷,7,臺北鯨華,例行賽,21,50,1,6,1,13,8,16,6,13,0,0
企19,2023-11-12 13:00:00,高雄台電女排,臺北鯨華,5 - 20,25.0,2 - 11,18.18,1 - 11,9.09,0 - 1,0.0,2 - 3,66.67,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,5,20,2,11,1,11,0,1,2,3,0,0
企19,2023-11-18 16:00:00,高雄台電女排,新北中纖,8 - 13,61.54,2 - 13,15.38,0 - 14,0.0,0 - 0,0.0,3 - 5,60.0,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,8,13,2,13,0,14,0,0,3,5,0,0
企19,2023-11-19 15:00:00,高雄台電女排,極速超跑,13 - 25,52.0,4 - 19,21.05,1 - 18,5.56,2 - 4,50.0,4 - 10,40.0,0 - 0,0.0,18,37,黃芯瑜,7,高雄台電,例行賽,13,25,4,19,1,18,2,4,4,10,0,0
企19,2023-11-25 16:00:00,臺北鯨華,高雄台電,24 - 58,41.38,2 - 7,28.57,1 - 19,5.26,12 - 18,66.67,11 - 32,34.38,0 - 0,0.0,27,177,林書荷,7,臺北鯨華,例行賽,24,58,2,7,1,19,12,18,11,32,0,0
企19,2023-11-25 16:00:00,高雄台電女排,臺北鯨華,10 - 26,38.46,2 - 30,6.67,0 - 14,0.0,0 - 1,0.0,1 - 8,12.5,0 - 0,0.0,12,37,黃芯瑜,7,高雄台電,例行賽,10,26,2,30,0,14,0,1,1,8,0,0
企19,2023-11-26 13:00:00,臺北鯨華,極速超跑,13 - 29,44.83,1 - 5,20.0,0 - 8,0.0,1 - 6,16.67,1 - 9,11.11,0 - 0,0.0,14,177,林書荷,7,臺北鯨華,例行賽,13,29,1,5,0,8,1,6,1,9,0,0
企19,2023-11-26 15:00:00,高雄台電女排,義力營造,0 - 5,0.0,2 - 8,25.0,0 - 4,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,2,37,黃芯瑜,7,高雄台電,例行賽,0,5,2,8,0,4,0,0,0,1,0,0
企19,2023-12-03 17:00:00,高雄台電女排,新北中纖,14 - 25,56.0,2 - 12,16.67,0 - 13,0.0,0 - 0,0.0,1 - 8,12.5,0 - 0,0.0,16,37,黃芯瑜,7,高雄台電,例行賽,14,25,2,12,0,13,0,0,1,8,0,0
企19,2023-12-09 18:00:00,高雄台電女排,義力營造,4 - 5,80.0,0 - 1,0.0,0 - 3,0.0,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,4,37,黃芯瑜,7,高雄台電,例行賽,4,5,0,1,0,3,0,0,1,2,0,0
企19,2023-12-10 17:00:00,高雄台電女排,義力營造,4 - 5,80.0,1 - 3,33.33,0 - 2,0.0,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,5,37,黃芯瑜,7,高雄台電,例行賽,4,5,1,3,0,2,0,0,1,2,0,0
企19,2023-12-16 14:00:00,臺北鯨華,極速超跑,15 - 48,31.25,2 - 4,50.0,1 - 18,5.56,5 - 17,29.41,1 - 20,5.0,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,例行賽,15,48,2,4,1,18,5,17,1,20,0,0
企19,2023-12-17 13:00:00,臺北鯨華,義力營造,6 - 17,35.29,1 - 3,33.33,0 - 13,0.0,1 - 6,16.67,2 - 6,33.33,0 - 0,0.0,7,177,林書荷,7,臺北鯨華,例行賽,6,17,1,3,0,13,1,6,2,6,0,0
企19,2023-12-23 14:00:00,臺北鯨華,新北中纖,16 - 34,47.06,1 - 2,50.0,0 - 9,0.0,2 - 17,11.76,3 - 9,33.33,0 - 0,0.0,17,177,林書荷,7,臺北鯨華,例行賽,16,34,1,2,0,9,2,17,3,9,0,0
企19,2023-12-24 13:00:00,臺北鯨華,新北中纖,10 - 36,27.78,1 - 5,20.0,0 - 11,0.0,5 - 14,35.71,2 - 13,15.38,0 - 0,0.0,11,177,林書荷,7,臺北鯨華,例行賽,10,36,1,5,0,11,5,14,2,13,0,0
企19,2024-01-06 14:00:00,高雄台電女排,極速超跑,8 - 20,40.0,1 - 13,7.69,0 - 8,0.0,3 - 5,60.0,3 - 9,33.33,0 - 0,0.0,9,37,黃芯瑜,7,高雄台電,例行賽,8,20,1,13,0,8,3,5,3,9,0,0
企19,2024-01-07 13:00:00,臺北鯨華,義力營造,14 - 33,42.42,1 - 7,14.29,3 - 10,30.0,11 - 17,64.71,6 - 14,42.86,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,例行賽,14,33,1,7,3,10,11,17,6,14,0,0
企19,2024-01-28 17:00:00,臺北鯨華,新北中纖,19 - 54,35.19,3 - 17,17.65,1 - 17,5.88,7 - 17,41.18,13 - 26,50.0,0 - 0,0.0,23,177,林書荷,7,臺北鯨華,例行賽,19,54,3,17,1,17,7,17,13,26,0,0
企19,2024-02-03 12:00:00,高雄台電女排,極速超跑,9 - 16,56.25,3 - 10,30.0,0 - 11,0.0,1 - 3,33.33,0 - 5,0.0,0 - 1,0.0,12,37,黃芯瑜,7,高雄台電,例行賽,9,16,3,10,0,11,1,3,0,5,0,1
企19,2024-02-03 14:00:00,臺北鯨華,新北中纖,18 - 44,40.91,0 - 2,0.0,0 - 12,0.0,4 - 24,16.67,0 - 21,0.0,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,例行賽,18,44,0,2,0,12,4,24,0,21,0,0
企19,2024-02-04 13:00:00,高雄台電女排,新北中纖,12 - 22,54.55,3 - 14,21.43,0 - 7,0.0,0 - 1,0.0,0 - 6,0.0,0 - 0,0.0,15,37,黃芯瑜,7,高雄台電,例行賽,12,22,3,14,0,7,0,1,0,6,0,0
企19,2024-02-04 15:00:00,臺北鯨華,極速超跑,11 - 27,40.74,3 - 5,60.0,0 - 5,0.0,3 - 11,27.27,0 - 5,0.0,0 - 0,0.0,14,177,林書荷,7,臺北鯨華,例行賽,11,27,3,5,0,5,3,11,0,5,0,0
企19,2024-02-17 16:00:00,臺北鯨華,高雄台電,6 - 26,23.08,0 - 5,0.0,1 - 8,12.5,7 - 14,50.0,8 - 13,61.54,0 - 0,0.0,7,177,林書荷,7,臺北鯨華,例行賽,6,26,0,5,1,8,7,14,8,13,0,0
企19,2024-02-17 16:00:00,高雄台電女排,臺北鯨華,6 - 19,31.58,2 - 12,16.67,0 - 11,0.0,0 - 1,0.0,1 - 3,33.33,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,6,19,2,12,0,11,0,1,1,3,0,0
企19,2024-02-18 15:00:00,臺北鯨華,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,177,林書荷,7,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企19,2024-02-18 17:00:00,高雄台電女排,極速超跑,8 - 28,28.57,6 - 26,23.08,0 - 12,0.0,0 - 0,0.0,0 - 5,0.0,0 - 0,0.0,14,37,黃芯瑜,7,高雄台電,例行賽,8,28,6,26,0,12,0,0,0,5,0,0
企19,2024-02-24 12:00:00,高雄台電女排,義力營造,3 - 6,50.0,0 - 4,0.0,0 - 1,0.0,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,3,37,黃芯瑜,7,高雄台電,例行賽,3,6,0,4,0,1,0,0,1,2,0,0
企19,2024-03-02 14:00:00,高雄台電女排,極速超跑,6 - 22,27.27,3 - 24,12.5,0 - 11,0.0,0 - 0,0.0,7 - 12,58.33,0 - 0,0.0,9,37,黃芯瑜,7,高雄台電,例行賽,6,22,3,24,0,11,0,0,7,12,0,0
企19,2024-03-03 13:00:00,臺北鯨華,高雄台電,19 - 50,38.0,0 - 4,0.0,1 - 20,5.0,22 - 34,64.71,26 - 38,68.42,0 - 0,0.0,20,177,林書荷,7,臺北鯨華,例行賽,19,50,0,4,1,20,22,34,26,38,0,0
企19,2024-03-03 13:00:00,高雄台電女排,臺北鯨華,6 - 24,25.0,5 - 23,21.74,1 - 12,8.33,1 - 2,50.0,4 - 17,23.53,0 - 0,0.0,12,37,黃芯瑜,7,高雄台電,例行賽,6,24,5,23,1,12,1,2,4,17,0,0
企19,2024-03-09 16:00:00,臺北鯨華,義力營造,9 - 22,40.91,0 - 2,0.0,1 - 9,11.11,2 - 8,25.0,7 - 12,58.33,0 - 0,0.0,10,177,林書荷,7,臺北鯨華,例行賽,9,22,0,2,1,9,2,8,7,12,0,0
企19,2024-03-10 16:00:00,臺北鯨華,極速超跑,15 - 38,39.47,3 - 9,33.33,0 - 16,0.0,13 - 26,50.0,10 - 23,43.48,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,例行賽,15,38,3,9,0,16,13,26,10,23,0,0
企19,2024-03-16 16:00:00,高雄台電女排,新北中纖,11 - 32,34.38,2 - 13,15.38,0 - 14,0.0,0 - 1,0.0,2 - 5,40.0,0 - 0,0.0,13,37,黃芯瑜,7,高雄台電,例行賽,11,32,2,13,0,14,0,1,2,5,0,0
企19,2024-03-17 13:00:00,臺北鯨華,義力營造,8 - 25,32.0,1 - 4,25.0,0 - 7,0.0,8 - 14,57.14,11 - 19,57.89,0 - 0,0.0,9,177,林書荷,7,臺北鯨華,例行賽,8,25,1,4,0,7,8,14,11,19,0,0
企19,2024-03-24 15:00:00,臺北鯨華,新北中纖,20 - 49,40.82,0 - 7,0.0,1 - 25,4.0,2 - 5,40.0,21 - 27,77.78,0 - 1,0.0,21,177,林書荷,7,臺北鯨華,例行賽,20,49,0,7,1,25,2,5,21,27,0,1
企19,2024-03-25 16:00:00,臺北鯨華,極速超跑,19 - 44,43.18,2 - 7,28.57,0 - 20,0.0,11 - 18,61.11,19 - 31,61.29,0 - 0,0.0,21,177,林書荷,7,臺北鯨華,例行賽,19,44,2,7,0,20,11,18,19,31,0,0
企19,2024-03-30 16:00:00,臺北鯨華,極速超跑,17 - 35,48.57,1 - 5,20.0,1 - 9,11.11,7 - 20,35.0,5 - 13,38.46,0 - 0,0.0,19,177,林書荷,7,臺北鯨華,例行賽,17,35,1,5,1,9,7,20,5,13,0,0
企19,2024-03-31 15:00:00,臺北鯨華,極速超跑,20 - 59,33.9,2 - 7,28.57,0 - 18,0.0,17 - 33,51.52,13 - 26,50.0,0 - 0,0.0,22,177,林書荷,7,臺北鯨華,例行賽,20,59,2,7,0,18,17,33,13,26,0,0
企19,2024-04-01 16:00:00,臺北鯨華,極速超跑,6 - 28,21.43,2 - 8,25.0,1 - 8,12.5,6 - 15,40.0,8 - 16,50.0,0 - 0,0.0,9,177,林書荷,7,臺北鯨華,例行賽,6,28,2,8,1,8,6,15,8,16,0,0
企20,2024-10-20 13:00:00,義力營造,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,143,吳紫華,7,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2024-10-26 18:00:00,義力營造,臺北鯨華,2 - 5,40.0,0 - 2,0.0,2 - 9,22.22,0 - 1,0.0,1 - 2,50.0,0 - 0,0.0,4,143,吳紫華,7,義力營造,例行賽,2,5,0,2,2,9,0,1,1,2,0,0
企20,2024-10-27 17:00:00,義力營造,臺北鯨華,1 - 6,16.67,0 - 8,0.0,1 - 9,11.11,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,2,143,吳紫華,7,義力營造,例行賽,1,6,0,8,1,9,0,0,0,2,0,0
企20,2024-11-02 12:00:00,義力營造,新北中纖,0 - 4,0.0,0 - 1,0.0,1 - 5,20.0,0 - 0,0.0,1 - 1,100.0,0 - 0,0.0,1,143,吳紫華,7,義力營造,例行賽,0,4,0,1,1,5,0,0,1,1,0,0
企20,2024-11-09 18:00:00,義力營造,新北中纖,6 - 14,42.86,0 - 2,0.0,0 - 2,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,6,143,吳紫華,7,義力營造,例行賽,6,14,0,2,0,2,0,0,0,2,0,0
企20,2024-11-10 17:00:00,義力營造,新北中纖,1 - 11,9.09,0 - 4,0.0,0 - 2,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,1,143,吳紫華,7,義力營造,例行賽,1,11,0,4,0,2,0,0,0,2,0,0
企20,2024-11-16 14:00:00,義力營造,臺北鯨華,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,143,吳紫華,7,義力營造,例行賽,0,3,0,0,0,0,0,0,0,0,0,0
企20,2024-11-17 13:00:00,義力營造,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,143,吳紫華,7,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2024-11-30 16:00:00,義力營造,高雄台電,4 - 14,28.57,2 - 13,15.38,0 - 12,0.0,0 - 1,0.0,2 - 7,28.57,0 - 0,0.0,6,143,吳紫華,7,義力營造,例行賽,4,14,2,13,0,12,0,1,2,7,0,0
企20,2024-12-01 15:00:00,義力營造,高雄台電,5 - 13,38.46,1 - 8,12.5,0 - 9,0.0,1 - 2,50.0,0 - 2,0.0,0 - 0,0.0,6,143,吳紫華,7,義力營造,例行賽,5,13,1,8,0,9,1,2,0,2,0,0
企20,2024-12-14 14:00:00,義力營造,新北中纖,3 - 6,50.0,1 - 4,25.0,0 - 3,0.0,0 - 0,0.0,2 - 3,66.67,0 - 0,0.0,4,143,吳紫華,7,義力營造,例行賽,3,6,1,4,0,3,0,0,2,3,0,0
企20,2024-12-15 13:00:00,義力營造,新北中纖,4 - 11,36.36,2 - 9,22.22,0 - 8,0.0,0 - 0,0.0,2 - 2,100.0,0 - 0,0.0,6,143,吳紫華,7,義力營造,例行賽,4,11,2,9,0,8,0,0,2,2,0,0
企20,2024-12-21 12:00:00,義力營造,臺北鯨華,0 - 2,0.0,0 - 3,0.0,0 - 3,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0,143,吳紫華,7,義力營造,例行賽,0,2,0,3,0,3,0,0,0,1,0,0
企20,2024-12-21 18:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2024-12-22 15:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2025-01-04 14:00:00,高雄台電女排,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2025-01-04 14:00:00,義力營造,高雄台電,0 - 1,0.0,0 - 4,0.0,0 - 3,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0,143,吳紫華,7,義力營造,例行賽,0,1,0,4,0,3,0,0,0,1,0,0
企20,2025-01-05 13:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2025-01-11 16:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2025-01-12 17:00:00,高雄台電女排,義力營造,1 - 3,33.33,0 - 1,0.0,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,37,黃芯瑜,7,高雄台電,例行賽,1,3,0,1,0,1,0,0,0,0,0,0
企20,2025-01-12 17:00:00,義力營造,高雄台電,2 - 3,66.67,0 - 2,0.0,0 - 3,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,2,143,吳紫華,7,義力營造,例行賽,2,3,0,2,0,3,0,0,0,1,0,0
企20,2025-01-18 18:00:00,高雄台電女排,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2025-01-18 18:00:00,義力營造,高雄台電,10 - 17,58.82,1 - 12,8.33,1 - 8,12.5,0 - 0,0.0,0 - 4,0.0,0 - 0,0.0,12,143,吳紫華,7,義力營造,例行賽,10,17,1,12,1,8,0,0,0,4,0,0
企20,2025-01-19 15:00:00,義力營造,臺北鯨華,2 - 8,25.0,0 - 8,0.0,0 - 8,0.0,0 - 0,0.0,0 - 5,0.0,0 - 0,0.0,2,143,吳紫華,7,義力營造,例行賽,2,8,0,8,0,8,0,0,0,5,0,0
企20,2025-01-19 17:00:00,高雄台電女排,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2025-01-25 16:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企20,2025-01-25 18:00:00,義力營造,新北中纖,0 - 2,0.0,0 - 1,0.0,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,143,吳紫華,7,義力營造,例行賽,0,2,0,1,0,1,0,0,0,0,0,0
企20,2025-01-26 15:00:00,義力營造,臺北鯨華,6 - 20,30.0,0 - 4,0.0,0 - 4,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,6,143,吳紫華,7,義力營造,例行賽,6,20,0,4,0,4,0,0,0,1,0,0
企20,2025-01-26 17:00:00,高雄台電女排,新北中纖,1 - 3,33.33,0 - 2,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,1,37,黃芯瑜,7,高雄台電,例行賽,1,3,0,2,0,0,0,0,0,0,0,0
企20,2025-02-15 14:00:00,高雄台電女排,臺北鯨華,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,1,0,0,0,0,0,0
企20,2025-02-16 13:00:00,高雄台電女排,臺北鯨華,5 - 14,35.71,1 - 9,11.11,0 - 5,0.0,1 - 3,33.33,0 - 3,0.0,0 - 0,0.0,6,37,黃芯瑜,7,高雄台電,例行賽,5,14,1,9,0,5,1,3,0,3,0,0
企20,2025-02-22 14:00:00,高雄台電女排,義力營造,1 - 2,50.0,1 - 4,25.0,0 - 0,0.0,0 - 1,0.0,0 - 1,0.0,0 - 0,0.0,2,37,黃芯瑜,7,高雄台電,例行賽,1,2,1,4,0,0,0,1,0,1,0,0
企20,2025-02-22 14:00:00,義力營造,高雄台電,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,0 - 0,0.0,0,143,吳紫華,7,義力營造,例行賽,0,3,0,0,0,0,0,2,0,0,0,0
企20,2025-02-23 17:00:00,高雄台電女排,義力營造,4 - 9,44.44,3 - 12,25.0,0 - 4,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,7,37,黃芯瑜,7,高雄台電,例行賽,4,9,3,12,0,4,0,0,0,0,0,0
企20,2025-02-23 17:00:00,義力營造,高雄台電,6 - 15,40.0,1 - 4,25.0,0 - 7,0.0,1 - 1,100.0,0 - 3,0.0,0 - 0,0.0,7,143,吳紫華,7,義力營造,例行賽,6,15,1,4,0,7,1,1,0,3,0,0
企20,2025-03-08 14:00:00,高雄台電,義力營造,0 - 2,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,1 - 1,100.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,2,0,0,0,2,0,0,1,1,0,0
企20,2025-03-08 14:00:00,義力營造,高雄台電,2 - 7,28.57,0 - 2,0.0,0 - 4,0.0,0 - 1,0.0,1 - 2,50.0,0 - 0,0.0,2,143,吳紫華,7,義力營造,例行賽,2,7,0,2,0,4,0,1,1,2,0,0
企21,2025-11-01 13:00:00,新北中纖,義力營造,14 - 38,36.84,0 - 0,0.0,1 - 16,6.25,9 - 13,69.23,1 - 2,50.0,0 - 0,0.0,15,178,Miku Isogai,7,新北中纖,例行賽,14,38,0,0,1,16,9,13,1,2,0,0
企21,2025-11-01 13:00:00,義力營造,新北中纖,9 - 26,34.62,0 - 0,0.0,1 - 10,10.0,1 - 1,100.0,1 - 3,33.33,0 - 0,0.0,10,143,吳紫華,7,義力營造,例行賽,9,26,0,0,1,10,1,1,1,3,0,0
企21,2025-11-01 15:00:00,臺北鯨華,高雄台電,15 - 30,50.0,0 - 0,0.0,0 - 9,0.0,4 - 9,44.44,1 - 5,20.0,0 - 1,0.0,15,177,林書荷,7,臺北鯨華,例行賽,15,30,0,0,0,9,4,9,1,5,0,1
企21,2025-11-01 15:00:00,高雄台電,臺北鯨華,0 - 1,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,1,0,0,0,0,0,0,0,0,0,0
企21,2025-11-02 17:00:00,臺北鯨華,義力營造,22 - 45,48.89,0 - 0,0.0,1 - 14,7.14,7 - 11,63.64,3 - 5,60.0,0 - 1,0.0,23,177,林書荷,7,臺北鯨華,例行賽,22,45,0,0,1,14,7,11,3,5,0,1
企21,2025-11-02 17:00:00,義力營造,臺北鯨華,6 - 13,46.15,2 - 4,50.0,0 - 7,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,8,143,吳紫華,7,義力營造,例行賽,6,13,2,4,0,7,0,0,0,0,0,0
企21,2025-11-08 18:00:00,高雄台電,義力營造,1 - 4,25.0,0 - 2,0.0,0 - 4,0.0,0 - 2,0.0,0 - 1,0.0,0 - 0,0.0,1,37,黃芯瑜,7,高雄台電,例行賽,1,4,0,2,0,4,0,2,0,1,0,0
企21,2025-11-09 17:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企21,2025-11-15 18:00:00,臺北鯨華,新北中纖,13 - 38,34.21,0 - 3,0.0,1 - 11,9.09,6 - 12,50.0,5 - 13,38.46,0 - 0,0.0,14,177,林書荷,7,臺北鯨華,例行賽,13,38,0,3,1,11,6,12,5,13,0,0
企21,2025-11-15 18:00:00,新北中纖,臺北鯨華,10 - 34,29.41,0 - 0,0.0,0 - 17,0.0,5 - 14,35.71,3 - 12,25.0,0 - 0,0.0,10,178,Miku Isogai,7,新北中纖,例行賽,10,34,0,0,0,17,5,14,3,12,0,0
企21,2025-11-16 17:00:00,臺北鯨華,新北中纖,8 - 27,29.63,0 - 1,0.0,1 - 10,10.0,7 - 11,63.64,4 - 11,36.36,0 - 0,0.0,9,177,林書荷,7,臺北鯨華,例行賽,8,27,0,1,1,10,7,11,4,11,0,0
企21,2025-11-16 17:00:00,新北中纖,臺北鯨華,11 - 41,26.83,0 - 4,0.0,1 - 17,5.88,12 - 20,60.0,7 - 18,38.89,0 - 0,0.0,12,178,Miku Isogai,7,新北中纖,例行賽,11,41,0,4,1,17,12,20,7,18,0,0
企21,2025-11-22 14:00:00,臺北鯨華,高雄台電,20 - 53,37.74,0 - 0,0.0,0 - 9,0.0,13 - 16,81.25,11 - 26,42.31,0 - 0,0.0,20,177,林書荷,7,臺北鯨華,例行賽,20,53,0,0,0,9,13,16,11,26,0,0
企21,2025-11-22 14:00:00,高雄台電,臺北鯨華,5 - 14,35.71,3 - 5,60.0,0 - 8,0.0,1 - 2,50.0,0 - 0,0.0,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,5,14,3,5,0,8,1,2,0,0,0,0
