季,比賽日期,效力球隊,對手,攻擊,攻擊%,攔網,攔網%,發球,發球%,接發球,接發球%,防守,防守%,舉球,舉球%,得分,player_id,球員姓名,球員背號,球隊,賽事類型,攻擊_成功,攻擊_總數,攔網_成功,攔網_總數,發球_成功,發球_總數,接發球_成功,接發球_總數,防守_成功,防守_總數,舉球_成功,舉球_總數
企21,2026-01-31 14:00:00,義力營造,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0,142,陳品宇,6,義力營造,例行賽,0,0,0,0,0,1,0,0,0,1,0,0
企21,2026-02-01 13:00:00,義力營造,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,142,陳品宇,6,義力營造,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企21,2026-02-07 14:00:00,臺北鯨華,義力營造,0 - 2,0.0,0 - 2,0.0,0 - 2,0.0,0 - 0,0.0,0 - 2,0.0,0 - 0,0.0,0,53,翁梓勻,6,臺北鯨華,例行賽,0,2,0,2,0,2,0,0,0,2,0,0
企21,2026-02-08 13:00:00,臺北鯨華,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,0,53,翁梓勻,6,臺北鯨華,例行賽,0,0,0,0,0,1,0,0,0,1,0,0
企21,2026-02-28 14:00:00,臺北鯨華,高雄台電,0 - 0,0.0,0 - 0,0.0,0 - 3,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,53,翁梓勻,6,臺北鯨華,例行賽,0,0,0,0,0,3,0,0,0,0,0,0
企21,2026-02-28 16:00:00,義力營造,新北中纖,3 - 7,42.86,0 - 0,0.0,0 - 3,0.0,2 - 6,33.33,0 - 2,0.0,0 - 0,0.0,3,142,陳品宇,6,義力營造,例行賽,3,7,0,0,0,3,2,6,0,2,0,0
企21,2026-03-01 13:00:00,臺北鯨華,新北中纖,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,53,翁梓勻,6,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企21,2026-03-01 15:00:00,義力營造,高雄台電,1 - 6,16.67,0 - 0,0.0,0 - 4,0.0,1 - 6,16.67,1 - 3,33.33,0 - 0,0.0,1,142,陳品宇,6,義力營造,例行賽,1,6,0,0,0,4,1,6,1,3,0,0
企17,2021-11-06 16:00:00,極速超跑,高雄台電,10 - 36,27.78,1 - 12,8.33,0 - 8,0.0,5 - 20,25.0,0 - 3,0.0,0 - 0,0.0,11,177,林書荷,7,臺北鯨華,例行賽,10,36,1,12,0,8,5,20,0,3,0,0
企17,2021-11-06 16:00:00,高雄台電,極速超跑,8 - 15,53.33,1 - 8,12.5,0 - 12,0.0,0 - 1,0.0,0 - 7,0.0,0 - 0,0.0,9,37,黃芯瑜,7,高雄台電,例行賽,8,15,1,8,0,12,0,1,0,7,0,0
企17,2021-11-07 11:00:00,高雄台電,臺北鯨華,8 - 14,57.14,2 - 15,13.33,0 - 12,0.0,0 - 3,0.0,0 - 1,0.0,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,8,14,2,15,0,12,0,3,0,1,0,0
企17,2021-11-07 13:00:00,極速超跑,義力營造,14 - 32,43.75,1 - 5,20.0,0 - 9,0.0,0 - 9,0.0,0 - 9,0.0,0 - 0,0.0,15,177,林書荷,7,臺北鯨華,例行賽,14,32,1,5,0,9,0,9,0,9,0,0
企17,2021-11-13 16:30:00,極速超跑,新北中纖,19 - 51,37.25,1 - 5,20.0,1 - 14,7.14,3 - 21,14.29,0 - 15,0.0,0 - 0,0.0,21,177,林書荷,7,臺北鯨華,例行賽,19,51,1,5,1,14,3,21,0,15,0,0
企17,2021-11-13 18:30:00,高雄台電,臺北鯨華,11 - 23,47.83,3 - 10,30.0,0 - 13,0.0,0 - 3,0.0,0 - 10,0.0,0 - 0,0.0,14,37,黃芯瑜,7,高雄台電,例行賽,11,23,3,10,0,13,0,3,0,10,0,0
企17,2021-11-14 15:00:00,極速超跑,臺北鯨華,12 - 32,37.5,1 - 9,11.11,0 - 13,0.0,4 - 26,15.38,0 - 17,0.0,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,12,32,1,9,0,13,4,26,0,17,0,0
企17,2021-11-14 17:00:00,高雄台電,義力營造,6 - 18,33.33,1 - 3,33.33,1 - 15,6.67,0 - 1,0.0,0 - 3,0.0,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,6,18,1,3,1,15,0,1,0,3,0,0
企17,2021-11-20 12:00:00,極速超跑,新北中纖,11 - 28,39.29,2 - 8,25.0,1 - 13,7.69,2 - 14,14.29,0 - 21,0.0,0 - 0,0.0,14,177,林書荷,7,臺北鯨華,例行賽,11,28,2,8,1,13,2,14,0,21,0,0
企17,2021-11-21 11:00:00,極速超跑,義力營造,15 - 42,35.71,1 - 13,7.69,0 - 10,0.0,5 - 25,20.0,4 - 30,13.33,0 - 0,0.0,16,177,林書荷,7,臺北鯨華,例行賽,15,42,1,13,0,10,5,25,4,30,0,0
企17,2021-11-27 18:00:00,高雄台電,新北中纖,7 - 16,43.75,1 - 10,10.0,1 - 18,5.56,0 - 0,0.0,0 - 6,0.0,0 - 0,0.0,9,37,黃芯瑜,7,高雄台電,例行賽,7,16,1,10,1,18,0,0,0,6,0,0
企17,2021-11-28 17:00:00,高雄台電,新北中纖,3 - 12,25.0,1 - 17,5.88,1 - 14,7.14,0 - 0,0.0,1 - 12,8.33,0 - 0,0.0,5,37,黃芯瑜,7,高雄台電,例行賽,3,12,1,17,1,14,0,0,1,12,0,0
企17,2021-12-04 16:00:00,極速超跑,高雄台電,12 - 55,21.82,1 - 13,7.69,2 - 24,8.33,16 - 24,66.67,3 - 42,7.14,0 - 0,0.0,15,177,林書荷,7,臺北鯨華,例行賽,12,55,1,13,2,24,16,24,3,42,0,0
企17,2021-12-04 16:00:00,高雄台電,極速超跑,5 - 18,27.78,5 - 23,21.74,0 - 18,0.0,0 - 0,0.0,1 - 11,9.09,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,5,18,5,23,0,18,0,0,1,11,0,0
企17,2021-12-05 13:00:00,高雄台電,義力營造,9 - 18,50.0,4 - 22,18.18,0 - 9,0.0,0 - 0,0.0,0 - 12,0.0,0 - 0,0.0,13,37,黃芯瑜,7,高雄台電,例行賽,9,18,4,22,0,9,0,0,0,12,0,0
企17,2021-12-05 15:00:00,極速超跑,臺北鯨華,13 - 47,27.66,0 - 11,0.0,0 - 16,0.0,26 - 54,48.15,8 - 34,23.53,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,13,47,0,11,0,16,26,54,8,34,0,0
企17,2021-12-11 18:00:00,高雄台電,義力營造,8 - 15,53.33,4 - 12,33.33,0 - 7,0.0,0 - 0,0.0,0 - 4,0.0,0 - 0,0.0,12,37,黃芯瑜,7,高雄台電,例行賽,8,15,4,12,0,7,0,0,0,4,0,0
企17,2021-12-12 15:00:00,高雄台電,臺北鯨華,10 - 28,35.71,2 - 31,6.45,0 - 15,0.0,6 - 10,60.0,0 - 7,0.0,0 - 0,0.0,12,37,黃芯瑜,7,高雄台電,例行賽,10,28,2,31,0,15,6,10,0,7,0,0
企17,2021-12-25 14:00:00,極速超跑,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,177,林書荷,7,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企17,2021-12-26 13:00:00,極速超跑,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,177,林書荷,7,臺北鯨華,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企17,2022-01-08 16:00:00,極速超跑,高雄台電,14 - 33,42.42,1 - 4,25.0,0 - 7,0.0,6 - 13,46.15,3 - 14,21.43,0 - 0,0.0,15,177,林書荷,7,臺北鯨華,例行賽,14,33,1,4,0,7,6,13,3,14,0,0
企17,2022-01-08 16:00:00,高雄台電,極速超跑,4 - 14,28.57,1 - 8,12.5,0 - 11,0.0,1 - 2,50.0,0 - 3,0.0,0 - 1,0.0,5,37,黃芯瑜,7,高雄台電,例行賽,4,14,1,8,0,11,1,2,0,3,0,1
企17,2022-01-09 15:00:00,高雄台電,新北中纖,5 - 12,41.67,0 - 6,0.0,0 - 11,0.0,0 - 1,0.0,0 - 7,0.0,0 - 0,0.0,5,37,黃芯瑜,7,高雄台電,例行賽,5,12,0,6,0,11,0,1,0,7,0,0
企17,2022-01-09 17:00:00,極速超跑,臺北鯨華,12 - 25,48.0,1 - 5,20.0,0 - 7,0.0,31 - 45,68.89,6 - 13,46.15,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,12,25,1,5,0,7,31,45,6,13,0,0
企17,2022-01-15 14:00:00,極速超跑,臺北鯨華,26 - 53,49.06,2 - 15,13.33,0 - 17,0.0,10 - 59,16.95,2 - 31,6.45,0 - 0,0.0,28,177,林書荷,7,臺北鯨華,例行賽,26,53,2,15,0,17,10,59,2,31,0,0
企17,2022-01-16 11:00:00,極速超跑,新北中纖,16 - 47,34.04,2 - 10,20.0,1 - 22,4.55,10 - 52,19.23,5 - 21,23.81,0 - 0,0.0,19,177,林書荷,7,臺北鯨華,例行賽,16,47,2,10,1,22,10,52,5,21,0,0
企17,2022-01-22 18:00:00,極速超跑,高雄台電,8 - 30,26.67,2 - 5,40.0,1 - 12,8.33,9 - 25,36.0,1 - 23,4.35,0 - 0,0.0,11,177,林書荷,7,臺北鯨華,例行賽,8,30,2,5,1,12,9,25,1,23,0,0
企17,2022-01-22 18:00:00,高雄台電,極速超跑,3 - 9,33.33,2 - 9,22.22,1 - 11,9.09,0 - 0,0.0,0 - 4,0.0,0 - 0,0.0,6,37,黃芯瑜,7,高雄台電,例行賽,3,9,2,9,1,11,0,0,0,4,0,0
企17,2022-01-23 15:00:00,高雄台電,臺北鯨華,7 - 13,53.85,3 - 16,18.75,0 - 15,0.0,0 - 1,0.0,0 - 5,0.0,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,7,13,3,16,0,15,0,1,0,5,0,0
企17,2022-01-23 17:00:00,極速超跑,新北中纖,12 - 28,42.86,2 - 12,16.67,3 - 12,25.0,4 - 18,22.22,4 - 23,17.39,0 - 0,0.0,17,177,林書荷,7,臺北鯨華,例行賽,12,28,2,12,3,12,4,18,4,23,0,0
企17,2022-02-19 16:00:00,極速超跑,新北中纖,15 - 53,28.3,3 - 17,17.65,2 - 20,10.0,11 - 33,33.33,3 - 28,10.71,0 - 0,0.0,20,177,林書荷,7,臺北鯨華,例行賽,15,53,3,17,2,20,11,33,3,28,0,0
企17,2022-02-19 18:00:00,高雄台電,義力營造,6 - 12,50.0,0 - 11,0.0,1 - 7,14.29,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,7,37,黃芯瑜,7,高雄台電,例行賽,6,12,0,11,1,7,0,0,0,1,0,0
企17,2022-02-20 17:00:00,極速超跑,高雄台電,13 - 58,22.41,1 - 9,11.11,0 - 17,0.0,11 - 32,34.38,4 - 52,7.69,0 - 0,0.0,14,177,林書荷,7,臺北鯨華,例行賽,13,58,1,9,0,17,11,32,4,52,0,0
企17,2022-02-20 17:00:00,高雄台電,極速超跑,8 - 20,40.0,5 - 25,20.0,1 - 11,9.09,2 - 5,40.0,4 - 12,33.33,0 - 0,0.0,14,37,黃芯瑜,7,高雄台電,例行賽,8,20,5,25,1,11,2,5,4,12,0,0
企17,2022-02-26 14:00:00,高雄台電,新北中纖,16 - 26,61.54,3 - 21,14.29,0 - 16,0.0,0 - 0,0.0,0 - 7,0.0,0 - 0,0.0,19,37,黃芯瑜,7,高雄台電,例行賽,16,26,3,21,0,16,0,0,0,7,0,0
企17,2022-02-27 13:00:00,高雄台電,新北中纖,8 - 18,44.44,6 - 21,28.57,0 - 12,0.0,0 - 0,0.0,0 - 5,0.0,0 - 2,0.0,14,37,黃芯瑜,7,高雄台電,例行賽,8,18,6,21,0,12,0,0,0,5,0,2
企17,2022-03-05 12:00:00,極速超跑,臺北鯨華,8 - 27,29.63,1 - 3,33.33,0 - 14,0.0,9 - 16,56.25,7 - 15,46.67,0 - 1,0.0,9,177,林書荷,7,臺北鯨華,例行賽,8,27,1,3,0,14,9,16,7,15,0,1
企17,2022-03-05 14:00:00,高雄台電,義力營造,5 - 10,50.0,1 - 10,10.0,1 - 8,12.5,0 - 0,0.0,2 - 3,66.67,0 - 1,0.0,7,37,黃芯瑜,7,高雄台電,例行賽,5,10,1,10,1,8,0,0,2,3,0,1
企17,2022-03-06 11:00:00,極速超跑,義力營造,13 - 32,40.63,0 - 2,0.0,3 - 13,23.08,19 - 23,82.61,6 - 16,37.5,0 - 4,0.0,16,177,林書荷,7,臺北鯨華,例行賽,13,32,0,2,3,13,19,23,6,16,0,4
企17,2022-03-06 13:00:00,高雄台電,臺北鯨華,6 - 20,30.0,3 - 16,18.75,1 - 11,9.09,0 - 2,0.0,1 - 6,16.67,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,6,20,3,16,1,11,0,2,1,6,0,0
企17,2022-03-12 18:00:00,極速超跑,義力營造,24 - 56,42.86,0 - 14,0.0,1 - 19,5.26,14 - 35,40.0,1 - 28,3.57,0 - 0,0.0,25,177,林書荷,7,臺北鯨華,例行賽,24,56,0,14,1,19,14,35,1,28,0,0
企17,2022-03-13 18:00:00,極速超跑,臺北鯨華,7 - 32,21.88,1 - 11,9.09,1 - 13,7.69,4 - 15,26.67,5 - 19,26.32,0 - 0,0.0,9,177,林書荷,7,臺北鯨華,例行賽,7,32,1,11,1,13,4,15,5,19,0,0
企17,2022-03-19 16:00:00,極速超跑,臺北鯨華,5 - 18,27.78,0 - 4,0.0,0 - 2,0.0,3 - 3,100.0,0 - 7,0.0,0 - 0,0.0,5,177,林書荷,7,臺北鯨華,例行賽,5,18,0,4,0,2,3,3,0,7,0,0
企17,2022-03-26 18:00:00,高雄台電女排,臺北鯨華,10 - 17,58.82,1 - 20,5.0,0 - 12,0.0,1 - 3,33.33,0 - 7,0.0,0 - 0,0.0,11,37,黃芯瑜,7,高雄台電,例行賽,10,17,1,20,0,12,1,3,0,7,0,0
企17,2022-03-27 18:00:00,高雄台電女排,臺北鯨華,11 - 23,47.83,3 - 19,15.79,0 - 17,0.0,0 - 0,0.0,2 - 8,25.0,0 - 0,0.0,14,37,黃芯瑜,7,高雄台電,例行賽,11,23,3,19,0,17,0,0,2,8,0,0
企18,2022-10-15 13:00:00,臺北鯨華,高雄台電,8 - 44,18.18,0 - 6,0.0,0 - 9,0.0,5 - 18,27.78,3 - 25,12.0,0 - 0,0.0,8,177,林書荷,7,臺北鯨華,例行賽,8,44,0,6,0,9,5,18,3,25,0,0
企18,2022-10-15 13:00:00,高雄台電,臺北鯨華,6 - 20,30.0,2 - 5,40.0,1 - 14,7.14,2 - 4,50.0,2 - 12,16.67,0 - 0,0.0,9,37,黃芯瑜,7,高雄台電,例行賽,6,20,2,5,1,14,2,4,2,12,0,0
企18,2022-10-16 17:00:00,臺北鯨華,高雄台電,12 - 40,30.0,1 - 10,10.0,0 - 10,0.0,6 - 14,42.86,1 - 15,6.67,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,12,40,1,10,0,10,6,14,1,15,0,0
企18,2022-10-16 17:00:00,高雄台電,臺北鯨華,4 - 13,30.77,2 - 16,12.5,0 - 9,0.0,0 - 0,0.0,0 - 7,0.0,0 - 0,0.0,6,37,黃芯瑜,7,高雄台電,例行賽,4,13,2,16,0,9,0,0,0,7,0,0
企18,2022-10-29 18:00:00,臺北鯨華,新北中纖,18 - 71,25.35,4 - 19,21.05,4 - 26,15.38,18 - 35,51.43,19 - 36,52.78,0 - 0,0.0,26,177,林書荷,7,臺北鯨華,例行賽,18,71,4,19,4,26,18,35,19,36,0,0
企18,2022-10-30 17:00:00,臺北鯨華,義力營造,10 - 32,31.25,1 - 4,25.0,2 - 16,12.5,11 - 14,78.57,8 - 12,66.67,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,10,32,1,4,2,16,11,14,8,12,0,0
企18,2022-11-05 16:00:00,臺北鯨華,極速超跑,20 - 45,44.44,3 - 11,27.27,1 - 16,6.25,23 - 36,63.89,1 - 16,6.25,0 - 0,0.0,24,177,林書荷,7,臺北鯨華,例行賽,20,45,3,11,1,16,23,36,1,16,0,0
企18,2022-11-06 15:00:00,臺北鯨華,新北中纖,21 - 51,41.18,2 - 13,15.38,1 - 14,7.14,13 - 27,48.15,9 - 22,40.91,0 - 0,0.0,24,177,林書荷,7,臺北鯨華,例行賽,21,51,2,13,1,14,13,27,9,22,0,0
企18,2022-11-13 13:00:00,高雄台電,極速超跑,4 - 11,36.36,3 - 12,25.0,1 - 12,8.33,0 - 0,0.0,1 - 4,25.0,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,4,11,3,12,1,12,0,0,1,4,0,0
企18,2022-11-26 14:00:00,高雄台電,極速超跑,9 - 14,64.29,2 - 7,28.57,0 - 9,0.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,11,37,黃芯瑜,7,高雄台電,例行賽,9,14,2,7,0,9,0,0,0,1,0,0
企18,2022-11-27 13:00:00,高雄台電,極速超跑,7 - 22,31.82,1 - 5,20.0,1 - 12,8.33,0 - 0,0.0,1 - 2,50.0,0 - 0,0.0,9,37,黃芯瑜,7,高雄台電,例行賽,7,22,1,5,1,12,0,0,1,2,0,0
企18,2022-12-03 13:00:00,臺北鯨華,極速超跑,11 - 36,30.56,2 - 12,16.67,0 - 10,0.0,16 - 26,61.54,3 - 19,15.79,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,11,36,2,12,0,10,16,26,3,19,0,0
企18,2022-12-03 15:00:00,高雄台電,新北中纖,9 - 22,40.91,1 - 14,7.14,0 - 8,0.0,2 - 4,50.0,0 - 2,0.0,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,9,22,1,14,0,8,2,4,0,2,0,0
企18,2022-12-04 13:00:00,高雄台電,新北中纖,4 - 14,28.57,3 - 21,14.29,1 - 18,5.56,1 - 1,100.0,3 - 7,42.86,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,4,14,3,21,1,18,1,1,3,7,0,0
企18,2022-12-10 16:00:00,臺北鯨華,高雄台電,15 - 30,50.0,0 - 2,0.0,1 - 12,8.33,10 - 22,45.45,5 - 16,31.25,0 - 0,0.0,16,177,林書荷,7,臺北鯨華,例行賽,15,30,0,2,1,12,10,22,5,16,0,0
企18,2022-12-10 16:00:00,高雄台電,臺北鯨華,2 - 10,20.0,1 - 8,12.5,0 - 7,0.0,0 - 0,0.0,2 - 3,66.67,0 - 0,0.0,3,37,黃芯瑜,7,高雄台電,例行賽,2,10,1,8,0,7,0,0,2,3,0,0
企18,2022-12-11 13:00:00,臺北鯨華,極速超跑,16 - 32,50.0,1 - 2,50.0,1 - 15,6.67,11 - 14,78.57,8 - 16,50.0,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,例行賽,16,32,1,2,1,15,11,14,8,16,0,0
企18,2022-12-11 15:00:00,高雄台電,義力營造,4 - 9,44.44,1 - 7,14.29,0 - 8,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,5,37,黃芯瑜,7,高雄台電,例行賽,4,9,1,7,0,8,0,0,0,0,0,0
企18,2022-12-17 14:00:00,臺北鯨華,義力營造,7 - 15,46.67,0 - 4,0.0,2 - 11,18.18,7 - 10,70.0,0 - 3,0.0,0 - 0,0.0,9,177,林書荷,7,臺北鯨華,例行賽,7,15,0,4,2,11,7,10,0,3,0,0
企18,2022-12-17 16:00:00,高雄台電,新北中纖,8 - 14,57.14,2 - 7,28.57,1 - 18,5.56,0 - 0,0.0,1 - 4,25.0,0 - 0,0.0,11,37,黃芯瑜,7,高雄台電,例行賽,8,14,2,7,1,18,0,0,1,4,0,0
企18,2022-12-18 13:00:00,臺北鯨華,新北中纖,19 - 33,57.58,1 - 8,12.5,0 - 11,0.0,16 - 22,72.73,7 - 13,53.85,0 - 0,0.0,20,177,林書荷,7,臺北鯨華,例行賽,19,33,1,8,0,11,16,22,7,13,0,0
企18,2022-12-18 15:00:00,高雄台電,義力營造,3 - 5,60.0,0 - 2,0.0,0 - 8,0.0,0 - 0,0.0,2 - 2,100.0,0 - 0,0.0,3,37,黃芯瑜,7,高雄台電,例行賽,3,5,0,2,0,8,0,0,2,2,0,0
企18,2022-12-31 16:00:00,高雄台電,極速超跑,7 - 14,50.0,0 - 9,0.0,1 - 11,9.09,0 - 0,0.0,0 - 6,0.0,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,7,14,0,9,1,11,0,0,0,6,0,0
企18,2022-12-31 18:00:00,臺北鯨華,新北中纖,6 - 24,25.0,0 - 2,0.0,0 - 13,0.0,7 - 17,41.18,3 - 10,30.0,0 - 0,0.0,6,177,林書荷,7,臺北鯨華,例行賽,6,24,0,2,0,13,7,17,3,10,0,0
企18,2023-01-01 15:00:00,臺北鯨華,極速超跑,17 - 48,35.42,0 - 3,0.0,1 - 11,9.09,15 - 32,46.88,3 - 24,12.5,0 - 0,0.0,18,177,林書荷,7,臺北鯨華,例行賽,17,48,0,3,1,11,15,32,3,24,0,0
企18,2023-01-01 17:00:00,高雄台電,新北中纖,4 - 7,57.14,3 - 6,50.0,1 - 10,10.0,0 - 0,0.0,0 - 1,0.0,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,例行賽,4,7,3,6,1,10,0,0,0,1,0,0
企18,2023-01-07 18:00:00,臺北鯨華,義力營造,7 - 20,35.0,0 - 3,0.0,1 - 12,8.33,10 - 16,62.5,8 - 14,57.14,0 - 0,0.0,8,177,林書荷,7,臺北鯨華,例行賽,7,20,0,3,1,12,10,16,8,14,0,0
企18,2023-01-08 17:00:00,臺北鯨華,極速超跑,17 - 40,42.5,2 - 11,18.18,0 - 10,0.0,14 - 18,77.78,13 - 19,68.42,0 - 0,0.0,19,177,林書荷,7,臺北鯨華,例行賽,17,40,2,11,0,10,14,18,13,19,0,0
企18,2023-01-14 18:00:00,臺北鯨華,高雄台電,12 - 29,41.38,1 - 8,12.5,0 - 17,0.0,14 - 24,58.33,9 - 15,60.0,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,12,29,1,8,0,17,14,24,9,15,0,0
企18,2023-01-14 18:00:00,高雄台電,臺北鯨華,9 - 18,50.0,1 - 13,7.69,0 - 9,0.0,1 - 1,100.0,1 - 3,33.33,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,9,18,1,13,0,9,1,1,1,3,0,0
企18,2023-01-15 15:00:00,臺北鯨華,新北中纖,14 - 43,32.56,2 - 7,28.57,0 - 16,0.0,17 - 40,42.5,8 - 27,29.63,0 - 0,0.0,16,177,林書荷,7,臺北鯨華,例行賽,14,43,2,7,0,16,17,40,8,27,0,0
企18,2023-01-15 17:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-02-05 13:00:00,高雄台電,極速超跑,12 - 22,54.55,5 - 16,31.25,1 - 14,7.14,2 - 2,100.0,1 - 6,16.67,0 - 0,0.0,18,37,黃芯瑜,7,高雄台電,例行賽,12,22,5,16,1,14,2,2,1,6,0,0
企18,2023-02-11 15:00:00,高雄台電,新北中纖,9 - 17,52.94,4 - 19,21.05,0 - 18,0.0,0 - 0,0.0,0 - 3,0.0,0 - 0,0.0,13,37,黃芯瑜,7,高雄台電,例行賽,9,17,4,19,0,18,0,0,0,3,0,0
企18,2023-02-18 14:00:00,臺北鯨華,義力營造,8 - 24,33.33,0 - 7,0.0,1 - 14,7.14,5 - 13,38.46,4 - 14,28.57,0 - 0,0.0,9,177,林書荷,7,臺北鯨華,例行賽,8,24,0,7,1,14,5,13,4,14,0,0
企18,2023-02-19 13:00:00,臺北鯨華,義力營造,19 - 33,57.58,0 - 6,0.0,0 - 10,0.0,7 - 20,35.0,3 - 17,17.65,0 - 0,0.0,19,177,林書荷,7,臺北鯨華,例行賽,19,33,0,6,0,10,7,20,3,17,0,0
企18,2023-02-25 13:00:00,臺北鯨華,高雄台電,13 - 35,37.14,1 - 6,16.67,0 - 14,0.0,6 - 37,16.22,4 - 20,20.0,0 - 0,0.0,14,177,林書荷,7,臺北鯨華,例行賽,13,35,1,6,0,14,6,37,4,20,0,0
企18,2023-02-25 13:00:00,高雄台電,臺北鯨華,8 - 24,33.33,2 - 15,13.33,0 - 19,0.0,5 - 13,38.46,0 - 7,0.0,0 - 0,0.0,10,37,黃芯瑜,7,高雄台電,例行賽,8,24,2,15,0,19,5,13,0,7,0,0
企18,2023-03-04 17:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-03-05 12:00:00,高雄台電,義力營造,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0 - 0,0.0,0,37,黃芯瑜,7,高雄台電,例行賽,0,0,0,0,0,0,0,0,0,0,0,0
企18,2023-03-11 16:00:00,高雄台電女排,新北中纖,10 - 24,41.67,5 - 24,20.83,0 - 15,0.0,0 - 0,0.0,1 - 9,11.11,0 - 0,0.0,15,37,黃芯瑜,7,高雄台電,例行賽,10,24,5,24,0,15,0,0,1,9,0,0
企18,2023-03-18 16:00:00,臺北鯨華,高雄台電,10 - 26,38.46,4 - 12,33.33,1 - 11,9.09,11 - 20,55.0,3 - 11,27.27,0 - 0,0.0,15,177,林書荷,7,臺北鯨華,例行賽,10,26,4,12,1,11,11,20,3,11,0,0
企18,2023-03-18 16:00:00,高雄台電女排,臺北鯨華,3 - 17,17.65,1 - 6,16.67,0 - 10,0.0,1 - 1,100.0,0 - 6,0.0,0 - 0,0.0,4,37,黃芯瑜,7,高雄台電,例行賽,3,17,1,6,0,10,1,1,0,6,0,0
企18,2023-03-19 15:00:00,高雄台電女排,極速超跑,7 - 16,43.75,1 - 12,8.33,1 - 13,7.69,1 - 2,50.0,0 - 4,0.0,0 - 0,0.0,9,37,黃芯瑜,7,高雄台電,例行賽,7,16,1,12,1,13,1,2,0,4,0,0
企18,2023-03-20 16:00:00,臺北鯨華,極速超跑,10 - 24,41.67,1 - 7,14.29,2 - 12,16.67,11 - 21,52.38,3 - 14,21.43,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,例行賽,10,24,1,7,2,12,11,21,3,14,0,0
企18,2023-03-25 16:00:00,挑戰賽2,挑戰賽1,13 - 46,28.26,0 - 11,0.0,0 - 20,0.0,11 - 20,55.0,9 - 20,45.0,0 - 0,0.0,13,177,林書荷,7,臺北鯨華,季後賽,13,46,0,11,0,20,11,20,9,20,0,0
企18,2023-03-25 16:00:00,挑戰賽2,挑戰賽1,6 - 16,37.5,2 - 23,8.7,0 - 11,0.0,2 - 3,66.67,1 - 1,100.0,0 - 0,0.0,8,37,黃芯瑜,7,高雄台電,季後賽,6,16,2,23,0,11,2,3,1,1,0,0
